mh_id,bird_sp,seed_sp1,site,mh,sample_effort,n_seeds,n_seed_m2,sp_under,X_coord,Y_coord,length
PP13,Sylvia communis,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sylvia melanocephala,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sylvia melanocephala,pistacia,Puntal,PP,0.168,9,53.57142857142857,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sylvia melanocephala,rubia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sylvia undata,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,NA,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP14,Erithacus rubecula,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Luscinia megarhynchos,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Sylvia atricapilla,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Sylvia communis,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Sylvia melanocephala,asparagus,Puntal,PP,0.168,5,29.76190476190476,Pinus pinea,-6.4457287,36.9650978,NA
PP14,Sylvia melanocephala,pistacia,Puntal,PP,0.168,9,53.57142857142857,Pinus pinea,-6.4457287,36.9650978,NA
PP15,Erithacus rubecula,pistacia,Puntal,PP,0.168,7,41.666666666666664,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sturnus unicolor,phillyrea,Puntal,PP,0.168,5,29.76190476190476,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sturnus unicolor,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sylvia atricapilla,asparagus,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sylvia atricapilla,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sylvia atricapilla,unidentified,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sylvia melanocephala,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457834,36.9643898,NA
PP15,Sylvia melanocephala,pistacia,Puntal,PP,0.168,14,83.33333333333333,Pinus pinea,-6.4457834,36.9643898,NA
PP2,Erithacus rubecula,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Sturnus unicolor,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Sylvia atricapilla,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Sylvia hortensis,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Sylvia melanocephala,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4456011,36.9645763,NA
PP2,Sylvia melanocephala,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4456011,36.9645763,NA
PP3,Erithacus rubecula,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.445685,36.9646569,NA
PP3,Ficedula hypoleuca,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Fringilla coelebs,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sturnus unicolor,phillyrea,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sturnus unicolor,pistacia,Puntal,PP,0.168,15,89.28571428571428,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sturnus unicolor,rubus,Puntal,PP,0.168,9,53.57142857142857,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia atricapilla,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia atricapilla,rubia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia communis,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia communis,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia melanocephala,corema,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.445685,36.9646569,NA
PP3,Sylvia melanocephala,pistacia,Puntal,PP,0.168,11,65.47619047619047,Pinus pinea,-6.445685,36.9646569,NA
PP4,Erithacus rubecula,asparagus,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Erithacus rubecula,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sturnus unicolor,frangula,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sturnus unicolor,pistacia,Puntal,PP,0.168,12,71.42857142857143,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sturnus unicolor,rubus,Puntal,PP,0.168,15,89.28571428571428,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sylvia atricapilla,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sylvia atricapilla,rubia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sylvia communis,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sylvia communis,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Sylvia melanocephala,pistacia,Puntal,PP,0.168,7,41.666666666666664,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Turdus merula,myrtus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Turdus merula,pistacia,Puntal,PP,0.168,11,65.47619047619047,Pinus pinea,-6.4457275,36.9651021,NA
PP4,Turdus merula,smilax,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4457275,36.9651021,NA
PP5,Cyanopica cooki,pistacia,Puntal,PP,0.168,2,11.904761904761903,Quercus suber,-6.4472034,36.9655627,NA
PP5,Erithacus rubecula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Quercus suber,-6.4472034,36.9655627,NA
PP5,Muscicapa striata,pistacia,Puntal,PP,0.168,1,5.952380952380952,Quercus suber,-6.4472034,36.9655627,NA
PP5,Sylvia atricapilla,pistacia,Puntal,PP,0.168,1,5.952380952380952,Quercus suber,-6.4472034,36.9655627,NA
PP5,Sylvia cantillans,rubia,Puntal,PP,0.168,1,5.952380952380952,Quercus suber,-6.4472034,36.9655627,NA
PP5,Sylvia communis,rubus,Puntal,PP,0.168,4,23.809523809523807,Quercus suber,-6.4472034,36.9655627,NA
PP5,Sylvia melanocephala,asparagus,Puntal,PP,0.168,13,77.38095238095238,Quercus suber,-6.4472034,36.9655627,NA
PP5,Sylvia melanocephala,pistacia,Puntal,PP,0.168,18,107.14285714285714,Quercus suber,-6.4472034,36.9655627,NA
PP5,Turdus merula,myrtus,Puntal,PP,0.168,1,5.952380952380952,Quercus suber,-6.4472034,36.9655627,NA
PP6,Cyanopica cooki,asparagus,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4470879,36.965858,NA
PP6,Cyanopica cooki,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4470879,36.965858,NA
PP6,Erithacus rubecula,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470879,36.965858,NA
PP6,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4470879,36.965858,NA
PP6,Sylvia hortensis,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470879,36.965858,NA
PP6,Sylvia melanocephala,corema,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470879,36.965858,NA
PP6,Sylvia melanocephala,pistacia,Puntal,PP,0.168,9,53.57142857142857,Pinus pinea,-6.4470879,36.965858,NA
PP6,Turdus merula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4470879,36.965858,NA
PP7,Erithacus rubecula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4463572,36.9644766,NA
PP7,Sylvia communis,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4463572,36.9644766,NA
PP7,Sylvia communis,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4463572,36.9644766,NA
PP7,Sylvia melanocephala,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4463572,36.9644766,NA
PP7,Sylvia melanocephala,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4463572,36.9644766,NA
PP7,Sylvia melanocephala,pistacia,Puntal,PP,0.168,11,65.47619047619047,Pinus pinea,-6.4463572,36.9644766,NA
PP7,NA,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4463572,36.9644766,NA
PP8,Erithacus rubecula,pistacia,Puntal,PP,0.168,5,29.76190476190476,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Luscinia megarhynchos,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Sylvia melanocephala,asparagus,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Sylvia melanocephala,pistacia,Puntal,PP,0.168,10,59.52380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Sylvia melanocephala,rubia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Sylvia melanocephala,unidentified,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP8,Sylvia undata,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP8,NA,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460287,36.9647967,NA
PP9,Erithacus rubecula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4460771,36.9647889,NA
PP9,Sylvia atricapilla,smilax,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460771,36.9647889,NA
PP9,Sylvia melanocephala,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460771,36.9647889,NA
PP9,Sylvia melanocephala,pistacia,Puntal,PP,0.168,15,89.28571428571428,Pinus pinea,-6.4460771,36.9647889,NA
PP9,Sylvia melanocephala,rubia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460771,36.9647889,NA
PP9,Turdus merula,smilax,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460771,36.9647889,NA
